spec_index,tb,vm_298K,C_number,H_number,S_number,N_number,O_number,mw,aromatic_ring_number,naphthenic_ring_number,thiophene_ring_number,total_ring_number,cetane_number_Beta,cetane_number,tm,gasoline_piona_type
453,691.8956675,453.8,26,54,1,0,0,398.77196,0,0,0,0,3.1967,11.7,326.9235955,0
454,700.1485856,470.3,27,56,1,0,0,412.79854,0,0,0,0,3.1967,11.7,331.2638692,0
455,513.6172624,189.2,10,20,1,0,0,172.3308,0,1,0,1,3.1967,16.5,247.0614806,0
456,530.428096,205.7,11,22,1,0,0,186.35738,0,1,0,1,3.1967,17,254.5484217,0
457,546.1571385,222.2,12,24,1,0,0,200.38396,0,1,0,1,3.1967,17.5,261.6642079,0
458,560.9352402,238.7,13,26,1,0,0,214.41054,0,1,0,1,3.1967,18,268.4439064,0
459,574.8708585,255.2,14,28,1,0,0,228.43712,0,1,0,1,3.1967,18.5,274.9178384,0
460,588.0548926,271.7,15,30,1,0,0,242.4637,0,1,0,1,3.1967,19,281.1123979,0
461,600.5642806,288.2,16,32,1,0,0,256.49028,0,1,0,1,3.1967,19.5,287.0507027,0
462,612.4647195,304.7,17,34,1,0,0,270.51686,0,1,0,1,3.1967,20,292.7531145,0
463,623.8127539,321.2,18,36,1,0,0,284.54344,0,1,0,1,3.1967,20,298.2376607,0
464,634.6574009,337.7,19,38,1,0,0,298.57002,0,1,0,1,3.1967,20,303.520378,0
465,645.0414294,354.2,20,40,1,0,0,312.5966,0,1,0,1,3.1967,20,308.615595,0
466,655.0023794,370.7,21,42,1,0,0,326.62318,0,1,0,1,3.1967,20,313.5361668,0
467,664.5733804,387.2,22,44,1,0,0,340.64976,0,1,0,1,3.1967,20,318.29367,0
468,673.7838172,403.7,23,46,1,0,0,354.67634,0,1,0,1,3.1967,20,322.8985672,0
469,682.6598729,420.2,24,48,1,0,0,368.70292,0,1,0,1,3.1967,20,327.3603449,0
470,691.2249787,436.7,25,50,1,0,0,382.7295,0,1,0,1,3.1967,20,331.687632,0
471,699.5001857,453.2,26,52,1,0,0,396.75608,0,1,0,1,3.1967,20,335.8882996,0
472,491.398954,151.1,9,16,1,0,0,156.28834,0,2,0,2,3.1967,0,248.482629,0
473,509.750283,167.6,10,18,1,0,0,170.31492,0,2,0,2,3.1967,5,255.8976973,0
474,526.8199487,184.1,11,20,1,0,0,184.3415,0,2,0,2,3.1967,10,262.9485304,0
475,542.7753472,200.6,12,22,1,0,0,198.36808,0,2,0,2,3.1967,14,269.6692424,0
476,557.7530803,217.1,13,24,1,0,0,212.39466,0,2,0,2,3.1967,16,276.0893681,0
477,571.8660744,233.6,14,26,1,0,0,226.42124,0,2,0,2,3.1967,16.5,282.2346482,0
478,585.2087541,250.1,15,28,1,0,0,240.44782,0,2,0,2,3.1967,17,288.1276519,0
479,597.8608754,266.6,16,30,1,0,0,254.4744,0,2,0,2,3.1967,17.5,293.788278,0
480,609.8904151,283.1,17,32,1,0,0,268.50098,0,2,0,2,3.1967,18,299.23416,0
481,621.3557818,299.6,18,34,1,0,0,282.52756,0,2,0,2,3.1967,18.5,304.4809974,0
482,632.3075316,316.1,19,36,1,0,0,296.55414,0,2,0,2,3.1967,19,309.5428285,0
483,642.7897154,332.6,20,38,1,0,0,310.58072,0,2,0,2,3.1967,19.5,314.4322571,0
484,652.8409494,349.1,21,40,1,0,0,324.6073,0,2,0,2,3.1967,20,319.1606411,0
485,662.4952735,365.6,22,42,1,0,0,338.63388,0,2,0,2,3.1967,20,323.738252,0
486,671.7828475,382.1,23,44,1,0,0,352.66046,0,2,0,2,3.1967,20,328.1744087,0
487,680.730519,398.6,24,46,1,0,0,366.68704,0,2,0,2,3.1967,20,332.477592,0
488,689.3622912,415.1,25,48,1,0,0,380.71362,0,2,0,2,3.1967,20,336.6555421,0
489,697.6997114,431.6,26,50,1,0,0,394.7402,0,2,0,2,3.1967,20,340.7153427,0
490,514.8620189,176.7,10,16,1,0,0,168.29904,1,0,1,1,3.1967,16.5,239.8043065,0
491,531.5903456,193.2,11,18,1,0,0,182.32562,1,0,1,1,3.1967,17,247.6689789,0
492,547.247139,209.7,12,20,1,0,0,196.3522,1,0,1,1,3.1967,17.5,255.1251139,0
493,561.9614484,226.2,13,22,1,0,0,210.37878,1,0,1,1,3.1967,18,262.2130674,0
494,575.8403284,242.7,14,24,1,0,0,224.40536,1,0,1,1,3.1967,18.5,268.9674962,0
495,588.9735696,259.2,15,26,1,0,0,238.43194,1,0,1,1,3.1967,19,275.4183829,0
496,601.437222,275.7,16,28,1,0,0,252.45852,1,0,1,1,3.1967,19.5,281.5918403,0
497,613.2962632,292.2,17,30,1,0,0,266.4851,1,0,1,1,3.1967,20,287.5107502,0
498,624.6066486,308.7,18,32,1,0,0,280.51168,1,0,1,1,3.1967,20,293.1952753,0
499,635.4169081,325.2,19,34,1,0,0,294.53826,1,0,1,1,3.1967,20,298.6632736,0
500,645.7694044,341.7,20,36,1,0,0,308.56484,1,0,1,1,3.1967,20,303.9306369,0
501,655.701336,358.2,21,38,1,0,0,322.59142,1,0,1,1,3.1967,20,309.0115691,0
502,665.2455435,374.7,22,40,1,0,0,336.618,1,0,1,1,3.1967,20,313.9188175,0
503,674.4311651,391.2,23,42,1,0,0,350.64458,1,0,1,1,3.1967,20,318.6638646,0
504,683.2841726,407.7,24,44,1,0,0,364.67116,1,0,1,1,3.1967,20,323.2570911,0
505,691.827815,424.2,25,46,1,0,0,378.69774,1,0,1,1,3.1967,20,327.7079115,0
506,700.0829854,440.7,26,48,1,0,0,392.72432,1,0,1,1,3.1967,20,332.0248912,0
507,517.1085682,137.2,9,10,1,0,0,150.2407,1,1,0,2,3.1967,0,304.9383111,0
508,532.5920715,154.5,10,12,1,0,0,164.26728,1,1,0,2,3.1967,5,297.8143901,0
509,548.1868524,171,11,14,1,0,0,178.29386,1,1,0,2,3.1967,10,303.1124204,0
510,562.8463795,187.5,12,16,1,0,0,192.32044,1,1,0,2,3.1967,14,308.2218812,0
511,576.6765127,204,13,18,1,0,0,206.34702,1,1,0,2,3.1967,16,313.1557356,0
512,589.7660972,220.5,14,20,1,0,0,220.3736,1,1,0,2,3.1967,16.5,317.9256545,0
513,602.1904253,237,15,22,1,0,0,234.40018,1,1,0,2,3.1967,17,322.5421826,0
514,614.0138601,253.5,16,24,1,0,0,248.42676,1,1,0,2,3.1967,17.5,327.0148785,0
515,625.2918537,270,17,26,1,0,0,262.45334,1,1,0,2,3.1967,18,331.3524348,0
516,636.0725193,286.5,18,28,1,0,0,276.47992,1,1,0,2,3.1967,18.5,335.5627787,0
517,646.3978722,303,19,30,1,0,0,290.5065,1,1,0,2,3.1967,19,339.65316,0
518,656.3048187,319.5,20,32,1,0,0,304.53308,1,1,0,2,3.1967,19.5,343.6302256,0
519,665.8259517,336,21,34,1,0,0,318.55966,1,1,0,2,3.1967,20,347.5000852,0
520,674.9901982,352.5,22,36,1,0,0,332.58624,1,1,0,2,3.1967,20,351.268367,0
521,683.8233493,369,23,38,1,0,0,346.61282,1,1,0,2,3.1967,20,354.9402675,0
522,692.3484973,385.5,24,40,1,0,0,360.6394,1,1,0,2,3.1967,20,358.5205942,0
523,700.5864,402,25,42,1,0,0,374.66598,1,1,0,2,3.1967,20,362.0138037,0
524,538.3068302,131,9,8,1,0,0,148.22482,2,0,1,2,3.1967,0,322.8713009,0
525,552.5412174,148.3,10,10,1,0,0,162.2514,2,0,1,2,3.1967,5,316.6024284,0
526,566.9494721,164.8,11,12,1,0,0,176.27798,2,0,1,2,3.1967,10,321.2610154,0
527,580.555751,181.3,12,14,1,0,0,190.30456,2,0,1,2,3.1967,14,325.7731791,0
528,593.4446439,197.8,13,16,1,0,0,204.33114,2,0,1,2,3.1967,16,330.147844,0
529,605.6880247,214.3,14,18,1,0,0,218.35772,2,0,1,2,3.1967,16.5,334.393143,0
530,617.3474795,230.8,15,20,1,0,0,232.3843,2,0,1,2,3.1967,17,338.5165078,0
531,628.4761805,247.3,16,22,1,0,0,246.41088,2,0,1,2,3.1967,17.5,342.5247477,0
532,639.1203524,263.8,17,24,1,0,0,260.43746,2,0,1,2,3.1967,18,346.4241173,0
533,649.3204322,280.3,18,26,1,0,0,274.46404,2,0,1,2,3.1967,18.5,350.2203745,0
534,659.1119971,296.8,19,28,1,0,0,288.49062,2,0,1,2,3.1967,19,353.9188325,0
535,668.526513,313.3,20,30,1,0,0,302.5172,2,0,1,2,3.1967,19.5,357.5244039,0
536,677.591945,329.8,21,32,1,0,0,316.54378,2,0,1,2,3.1967,20,361.0416405,0
537,686.3332575,346.3,22,34,1,0,0,330.57036,2,0,1,2,3.1967,20,364.4747671,0
538,694.7728296,362.8,23,36,1,0,0,344.59694,2,0,1,2,3.1967,20,367.8277128,0
539,702.9307995,379.3,24,38,1,0,0,358.62352,2,0,1,2,3.1967,20,371.1041376,0
540,606.2787585,182.2,13,14,1,0,0,202.31526,2,1,1,3,3.1967,0,369.5092128,0
541,617.133963,199.5,14,16,1,0,0,216.34184,2,1,1,3,3.1967,5,365.0066783,0
542,628.2721679,216,15,18,1,0,0,230.36842,2,1,1,3,3.1967,10,368.3473679,0
543,638.9250338,232.5,16,20,1,0,0,244.395,2,1,1,3,3.1967,14,371.6120887,0
544,649.1330968,249,17,22,1,0,0,258.42158,2,1,1,3,3.1967,16,374.8042189,0
545,658.932018,265.5,18,24,1,0,0,272.44816,2,1,1,3,3.1967,16.5,377.9269167,0
546,668.3533343,282,19,26,1,0,0,286.47474,2,1,1,3,3.1967,17,380.9831384,0
547,677.4250714,298.5,20,28,1,0,0,300.50132,2,1,1,3,3.1967,17.5,383.9756552,0
548,686.1722461,315,21,30,1,0,0,314.5279,2,1,1,3,3.1967,18,386.9070689,0
549,694.6172825,331.5,22,32,1,0,0,328.55448,2,1,1,3,3.1967,18.5,389.7798249,0
550,702.780358,348,23,34,1,0,0,342.58106,2,1,1,3,3.1967,19,392.5962247,0
551,622.0962373,168.6,13,10,1,0,0,198.2835,3,0,1,3,3.1967,0,383.2562354,0
552,632.2854289,185.9,14,12,1,0,0,212.31008,3,0,1,3,3.1967,5,379.1707343,0
553,642.7685402,202.4,15,14,1,0,0,226.33666,3,0,1,3,3.1967,10,382.2008691,0
554,652.820627,218.9,16,16,1,0,0,240.36324,3,0,1,3,3.1967,14,385.1683709,0
555,662.475738,235.4,17,18,1,0,0,254.38982,3,0,1,3,3.1967,16,388.0757766,0
556,671.7640402,251.9,18,20,1,0,0,268.4164,3,0,1,3,3.1967,16.5,390.925472,0
557,680.7123874,268.4,19,22,1,0,0,282.44298,3,0,1,3,3.1967,17,393.7197037,0
558,689.3447886,284.9,20,24,1,0,0,296.46956,3,0,1,3,3.1967,17.5,396.4605895,0
559,697.6827955,301.4,21,26,1,0,0,310.49614,3,0,1,3,3.1967,18,399.1501281,0
560,622.0962373,168.6,13,10,1,0,0,198.2835,3,0,1,3,3.1967,0,383.2562354,0
561,632.2854289,185.9,14,12,1,0,0,212.31008,3,0,1,3,3.1967,5,379.1707343,0
562,642.7685402,202.4,15,14,1,0,0,226.33666,3,0,1,3,3.1967,10,382.2008691,0
563,652.820627,218.9,16,16,1,0,0,240.36324,3,0,1,3,3.1967,14,385.1683709,0
564,662.475738,235.4,17,18,1,0,0,254.38982,3,0,1,3,3.1967,16,388.0757766,0
565,671.7640402,251.9,18,20,1,0,0,268.4164,3,0,1,3,3.1967,16.5,390.925472,0
566,680.7123874,268.4,19,22,1,0,0,282.44298,3,0,1,3,3.1967,17,393.7197037,0
567,689.3447886,284.9,20,24,1,0,0,296.46956,3,0,1,3,3.1967,17.5,396.4605895,0
568,697.6827955,301.4,21,26,1,0,0,310.49614,3,0,1,3,3.1967,18,399.1501281,0
569,527.793364,184.7,11,19,0,1,0,165.27526,0,1,0,1,3.1967,17,295.3565243,0
570,543.6873869,201.2,12,21,0,1,0,179.30184,0,1,0,1,3.1967,17.5,300.74434,0
571,558.611025,217.7,13,23,0,1,0,193.32842,0,1,0,1,3.1967,18,305.9372575,0
572,572.6759819,234.2,14,25,0,1,0,207.355,0,1,0,1,3.1967,18.5,310.9488864,0
573,585.9757184,250.7,15,27,0,1,0,221.38158,0,1,0,1,3.1967,19,315.7914587,0
574,598.5892212,267.2,16,29,0,1,0,235.40816,0,1,0,1,3.1967,19.5,320.4760088,0
575,610.5838449,283.7,17,31,0,1,0,249.43474,0,1,0,1,3.1967,20,325.0125246,0
576,622.0174902,300.2,18,33,0,1,0,263.46132,0,1,0,1,3.1967,20,329.4100762,0
577,632.9402938,316.7,19,35,0,1,0,277.4879,0,1,0,1,3.1967,20,333.6769248,0
578,643.3959579,333.2,20,37,0,1,0,291.51448,0,1,0,1,3.1967,20,337.8206162,0
579,653.4228056,349.7,21,39,0,1,0,305.54106,0,1,0,1,3.1967,20,341.8480607,0
580,663.0546295,366.2,22,41,0,1,0,319.56764,0,1,0,1,3.1967,20,345.7656034,0
581,672.3213786,382.7,23,43,0,1,0,333.59422,0,1,0,1,3.1967,20,349.5790831,0
582,681.2497202,399.2,24,45,0,1,0,347.6208,0,1,0,1,3.1967,20,353.2938857,0
583,689.8635021,415.7,25,47,0,1,0,361.64738,0,1,0,1,3.1967,20,356.9149893,0
584,698.1841369,432.2,26,49,0,1,0,375.67396,0,1,0,1,3.1967,20,360.4470046,0
585,514.0687338,181.3,11,17,0,1,0,163.25938,1,0,0,1,3.1967,16.5,265.830739,0
586,530.8495969,197.8,12,19,0,1,0,177.28596,1,0,0,1,3.1967,17,272.4208954,0
587,546.5524003,214.3,13,21,0,1,0,191.31254,1,0,0,1,3.1967,17.5,278.7217809,0
588,561.3073384,230.8,14,23,0,1,0,205.33912,1,0,0,1,3.1967,18,284.7577261,0
589,575.2223576,247.3,15,25,0,1,0,219.3657,1,0,0,1,3.1967,18.5,290.5501152,0
590,588.3879538,263.8,16,27,0,1,0,233.39228,1,0,0,1,3.1967,19,296.1178438,0
591,600.8807417,280.3,17,29,0,1,0,247.41886,1,0,0,1,3.1967,19.5,301.4776901,0
592,612.7661568,296.8,18,31,0,1,0,261.44544,1,0,0,1,3.1967,20,306.6446206,0
593,624.1005291,313.3,19,33,0,1,0,275.47202,1,0,0,1,3.1967,20,311.6320411,0
594,634.9326988,329.8,20,35,0,1,0,289.4986,1,0,0,1,3.1967,20,316.4520073,0
595,645.3052871,346.3,21,37,0,1,0,303.52518,1,0,0,1,3.1967,20,321.1153993,0
596,655.2557096,362.8,22,39,0,1,0,317.55176,1,0,0,1,3.1967,20,325.6320705,0
597,664.8169911,379.3,23,41,0,1,0,331.57834,1,0,0,1,3.1967,20,330.0109722,0
598,674.0184265,395.8,24,43,0,1,0,345.60492,1,0,0,1,3.1967,20,334.260261,0
599,682.8861224,412.3,25,45,0,1,0,359.6315,1,0,0,1,3.1967,20,338.3873896,0
600,691.4434436,428.8,26,47,0,1,0,373.65808,1,0,0,1,3.1967,20,342.399186,0
601,699.7113839,445.3,27,49,0,1,0,387.68466,1,0,0,1,3.1967,20,346.3019213,0
602,514.9275138,149.2,10,13,0,1,0,147.21692,1,1,0,2,3.1967,0,318.8509416,0
603,530.5454077,166.5,11,15,0,1,0,161.2435,1,1,0,2,3.1967,5,312.3999837,0
604,546.267143,183,12,17,0,1,0,175.27008,1,1,0,2,3.1967,10,317.1946618,0
605,561.0387946,199.5,13,19,0,1,0,189.29666,1,1,0,2,3.1967,14,321.8343782,0
606,574.9686772,216,14,21,0,1,0,203.32324,1,1,0,2,3.1967,16,326.3288366,0
607,588.1475777,232.5,15,23,0,1,0,217.34982,1,1,0,2,3.1967,16.5,330.686857,0
608,600.652344,249,16,25,0,1,0,231.3764,1,1,0,2,3.1967,17,334.9164795,0
609,612.5486003,265.5,17,27,0,1,0,245.40298,1,1,0,2,3.1967,17.5,339.025054,0
610,623.8928314,282,18,29,0,1,0,259.42956,1,1,0,2,3.1967,18,343.0193167,0
611,634.7340049,298.5,19,31,0,1,0,273.45614,1,1,0,2,3.1967,18.5,346.9054568,0
612,645.1148489,315,20,33,0,1,0,287.48272,1,1,0,2,3.1967,19,350.6891738,0
613,655.0728684,331.5,21,35,0,1,0,301.5093,1,1,0,2,3.1967,19.5,354.3757284,0
614,664.6411641,348,22,37,0,1,0,315.53588,1,1,0,2,3.1967,20,357.969986,0
615,673.8490954,364.5,23,39,0,1,0,329.56246,1,1,0,2,3.1967,20,361.4764555,0
616,682.7228243,381,24,41,0,1,0,343.58904,1,1,0,2,3.1967,20,364.8993232,0
617,691.2857633,397.5,25,43,0,1,0,357.61562,1,1,0,2,3.1967,20,368.2424828,0
618,699.5589479,414,26,45,0,1,0,371.6422,1,1,0,2,3.1967,20,371.5095625,0
619,534.6135073,122.5,9,9,0,1,0,131.17446,1,1,0,2,3.1967,0,352.9810033,0
620,549.0582555,139.8,10,11,0,1,0,145.20104,1,1,0,2,3.1967,5,347.9193181,0
621,563.6671596,156.3,11,13,0,1,0,159.22762,1,1,0,2,3.1967,10,351.676755,0
622,577.4522285,172.8,12,15,0,1,0,173.2542,1,1,0,2,3.1967,14,355.3383574,0
623,590.5014396,189.3,13,17,0,1,0,187.28078,1,1,0,2,3.1967,16,358.9088926,0
624,602.8893891,205.8,14,19,0,1,0,201.30736,1,1,0,2,3.1967,16.5,362.3927808,0
625,614.679875,222.3,15,21,0,1,0,215.33394,1,1,0,2,3.1967,17,365.7941278,0
626,625.9278862,238.8,16,23,0,1,0,229.36052,1,1,0,2,3.1967,17.5,369.1167545,0
627,636.6811526,255.3,17,25,0,1,0,243.3871,1,1,0,2,3.1967,18,372.3642224,0
628,646.9813695,271.8,18,27,0,1,0,257.41368,1,1,0,2,3.1967,18.5,375.5398567,0
629,656.8651738,288.3,19,29,0,1,0,271.44026,1,1,0,2,3.1967,19,378.6467665,0
630,666.3649302,304.8,20,31,0,1,0,285.46684,1,1,0,2,3.1967,19.5,381.6878636,0
631,675.5093712,321.3,21,33,0,1,0,299.49342,1,1,0,2,3.1967,20,384.6658785,0
632,684.3241208,337.8,22,35,0,1,0,313.52,1,1,0,2,3.1967,20,387.5833749,0
633,692.832127,354.3,23,37,0,1,0,327.54658,1,1,0,2,3.1967,20,390.4427639,0
634,701.0540227,370.8,24,39,0,1,0,341.57316,1,1,0,2,3.1967,20,393.2463147,0
635,537.5861814,135.6,10,9,0,1,0,143.18516,2,0,0,2,3.1967,0,338.0402338,0
636,551.8613797,152.9,11,11,0,1,0,157.21174,2,0,0,2,3.1967,5,332.4124002,0
637,566.3085878,169.4,12,13,0,1,0,171.23832,2,0,0,2,3.1967,10,336.5922206,0
638,579.9495981,185.9,13,15,0,1,0,185.2649,2,0,0,2,3.1967,14,340.653787,0
639,592.8696514,202.4,14,17,0,1,0,199.29148,2,0,0,2,3.1967,16,344.6036071,0
640,605.1411457,218.9,15,19,0,1,0,213.31806,2,0,0,2,3.1967,16.5,348.4476654,0
641,616.8260929,235.4,16,21,0,1,0,227.34464,2,0,0,2,3.1967,17,352.1914785,0
642,627.9780155,251.9,17,23,0,1,0,241.37122,2,0,0,2,3.1967,17.5,355.8401421,0
643,638.6434288,268.4,18,25,0,1,0,255.3978,2,0,0,2,3.1967,18,359.3983731,0
644,648.8630126,284.9,19,27,0,1,0,269.42438,2,0,0,2,3.1967,18.5,362.8705459,0
645,658.6725489,301.4,20,29,0,1,0,283.45096,2,0,0,2,3.1967,19,366.2607254,0
646,668.1036775,317.9,21,31,0,1,0,297.47754,2,0,0,2,3.1967,19.5,369.5726946,0
647,677.1845118,334.4,22,33,0,1,0,311.50412,2,0,0,2,3.1967,20,372.8099811,0
648,685.9401441,350.9,23,35,0,1,0,325.5307,2,0,0,2,3.1967,20,375.9758786,0
649,694.3930635,367.4,24,37,0,1,0,339.55728,2,0,0,2,3.1967,20,379.0734681,0
650,702.5635041,383.9,25,39,0,1,0,353.58386,2,0,0,2,3.1967,20,382.1056349,0
651,605.7332006,186.8,14,15,0,1,0,197.2756,2,1,0,3,3.1967,0,380.6289677,0
652,616.6121204,204.1,15,17,0,1,0,211.30218,2,1,0,3,3.1967,5,376.4669116,0
653,627.7735868,220.6,16,19,0,1,0,225.32876,2,1,0,3,3.1967,10,379.5540378,0
654,638.4477287,237.1,17,21,0,1,0,239.35534,2,1,0,3,3.1967,14,382.576178,0
655,648.6753263,253.6,18,23,0,1,0,253.38192,2,1,0,3,3.1967,16,385.5360119,0
656,658.4922459,270.1,19,25,0,1,0,267.4085,2,1,0,3,3.1967,16.5,388.4360568,0
657,667.9301989,286.6,20,27,0,1,0,281.43508,2,1,0,3,3.1967,17,391.2786803,0
658,677.0173598,303.1,21,29,0,1,0,295.46166,2,1,0,3,3.1967,17.5,394.0661123,0
659,685.7788735,319.6,22,31,0,1,0,309.48824,2,1,0,3,3.1967,18,396.8004553,0
660,694.2372745,336.1,23,33,0,1,0,323.51482,2,1,0,3,3.1967,18.5,399.4836937,0
661,702.4128364,352.6,24,35,0,1,0,337.5414,2,1,0,3,3.1967,19,402.1177029,0
662,619.480216,160.1,13,11,0,1,0,181.23314,2,1,0,3,3.1967,0,403.7233627,0
663,629.7767288,177.4,14,13,0,1,0,195.25972,2,1,0,3,3.1967,5,400.1874161,0
664,640.3656413,193.9,15,15,0,1,0,209.2863,2,1,0,3,3.1967,10,402.8086629,0
665,650.5149662,210.4,16,17,0,1,0,223.31288,2,1,0,3,3.1967,14,405.382909,0
666,660.2597514,226.9,17,19,0,1,0,237.33946,2,1,0,3,3.1967,16,407.9118103,0
667,669.6310135,243.4,18,21,0,1,0,251.36604,2,1,0,3,3.1967,16.5,410.3969366,0
668,678.6563333,259.9,19,23,0,1,0,265.39262,2,1,0,3,3.1967,17,412.8397776,0
669,687.3603452,276.4,20,25,0,1,0,279.4192,2,1,0,3,3.1967,17.5,415.2417484,0
670,695.7651424,292.9,21,27,0,1,0,293.44578,2,1,0,3,3.1967,18,417.604194,0
671,621.5848893,173.2,14,11,0,1,0,193.24384,3,0,0,3,3.1967,0,393.3956332,0
672,631.7949723,190.5,15,13,0,1,0,207.27042,3,0,0,3,3.1967,5,389.5924338,0
673,642.2986863,207,16,15,0,1,0,221.297,3,0,0,3,3.1967,10,392.4124761,0
674,652.3697146,223.5,17,17,0,1,0,235.32358,3,0,0,3,3.1967,14,395.178192,0
675,662.0422991,240,18,19,0,1,0,249.35016,3,0,0,3,3.1967,16,397.891635,0
676,671.346771,256.5,19,21,0,1,0,263.37674,3,0,0,3,3.1967,16.5,400.5547446,0
677,680.310125,273,20,23,0,1,0,277.40332,3,0,0,3,3.1967,17,403.169354,0
678,688.956491,289.5,21,25,0,1,0,291.4299,3,0,0,3,3.1967,17.5,405.7371984,0
679,697.3075256,306,22,27,0,1,0,305.45648,3,0,0,3,3.1967,18,408.2599213,0
